City Name,Country,Latitude,Longitude,Date,Temp,Humidity,Cloud Coverage,Wind Speed
Kalmunai,LK,7.42,81.82,1570735914,80.73,83,100,16.11
Sapa,PH,14.32,120.76,1570735914,80.6,78,75,5.09
Hirara,JP,24.8,125.28,1570735915,76.51,74,33,19.75
Luwuk,ID,-0.95,122.79,1570735915,79.52,80,100,7.32
Bonthe,SL,7.53,-12.5,1570735915,78.57,87,33,5.73
Pangoa,PE,-12.12,-73.0,1570735915,91.9,35,0,3.33
Laguna,BZ,16.17,-88.94,1570735915,87.8,70,40,9.17
Ponta do Sol,BR,-20.63,-46.0,1570735916,69.26,84,99,4.17
Umm Lajj,SA,25.02,37.27,1570735916,88.7,21,0,11.33
Ojinaga,US,29.56,-104.41,1570735916,89.6,19,1,5.82
Caravelas,BR,-17.73,-39.27,1570735916,72.63,82,0,7.66
Apodi,BR,-5.66,-37.8,1570735916,82.15,60,79,15.48
Pudozh,RU,61.81,36.54,1570735917,35.51,98,97,2.51
Bambous Virieux,MU,-20.34,57.76,1570735917,73.99,64,75,14.99
Vila Franca do Campo,PT,37.72,-25.43,1570735917,73.0,64,20,5.82
Isangel,VU,-19.55,169.27,1570735917,62.6,93,20,6.22
Port Alfred,ZA,-33.59,26.89,1570735917,62.01,72,1,5.99
Marsh Harbour,BS,26.54,-77.06,1570735918,81.46,75,84,12.02
Yekaterinoslavka,RU,54.34,72.46,1570735918,51.98,62,100,8.96
Agirish,RU,61.92,63.02,1570735918,31.24,85,0,4.01
Nsanje,MZ,-16.92,35.26,1570735918,86.27,40,92,12.64
Lata,IN,30.78,78.62,1570735918,28.26,72,0,1.24
Pocatello,US,42.87,-112.44,1570735919,32.0,25,20,6.88
Arkansas City,US,37.06,-97.04,1570735919,57.99,76,90,23.04
Bone,DE,51.97,12.14,1570735919,53.01,76,67,10.29
Usman,RU,52.05,39.74,1570735919,52.14,81,100,9.25
Tongchuan,CN,34.9,108.95,1570735919,57.2,100,100,2.24
Cache Creek,CA,50.81,-121.33,1570735920,41.0,34,1,4.7
Mezen,RU,65.85,44.24,1570735920,33.84,96,100,11.12
Kralendijk,BQ,12.15,-68.27,1570735920,87.8,66,100,11.41
Henties Bay,NA,-22.12,14.28,1570735920,63.0,87,0,5.99
Savannah Bight,HN,16.45,-85.85,1570735920,84.36,75,100,15.31
Venkatagiri,IN,13.96,79.58,1570735921,82.4,83,20,10.29
Miles City,US,46.41,-105.84,1570735921,28.0,79,90,19.46
Sambava,MG,-14.27,50.17,1570735921,67.71,91,98,3.06
Hobyo,SO,5.35,48.53,1570735921,80.1,77,0,11.91
Half Moon Bay,US,37.46,-122.43,1570735921,75.99,16,40,3.36
Shihezi,CN,44.3,86.03,1570735922,60.91,34,4,5.05
Beringovskiy,RU,63.05,179.32,1570735922,32.59,67,100,3.44
Nikolskoye,RU,59.7,30.79,1570735922,45.0,93,90,4.47
Vao,EE,59.1,26.19,1570735922,42.49,95,45,4.09
Provideniya,RU,64.42,-173.23,1570735923,28.94,64,0,0.52
Puerto Madryn,AR,-42.77,-65.04,1570735923,72.59,26,100,25.35
Harer,US,42.19,-111.17,1570735923,37.0,46,75,10.29
Geraldton,CA,49.72,-86.95,1570735923,59.0,72,90,6.93
Lethem,GY,3.38,-59.8,1570735923,89.64,52,90,6.07
Foca,TR,38.67,26.76,1570735924,66.2,72,100,2.24
Belmonte,PT,40.36,-7.35,1570735924,70.0,67,0,1.01
Hasaki,JP,35.73,140.83,1570735924,63.0,100,75,9.17
Touros,BR,-5.2,-35.46,1570735924,82.4,61,40,18.34
Sibolga,ID,1.74,98.78,1570735924,70.68,97,99,1.4
Meulaboh,ID,4.14,96.13,1570735925,79.65,83,75,7.31
Tucurui,BR,-3.77,-49.67,1570735925,83.61,64,100,2.91
Omboue,GA,-1.57,9.26,1570735925,73.71,97,100,2.3
Makokou,GA,0.56,12.85,1570735985,69.75,98,95,3.41
Ajdabiya,LY,30.75,20.22,1570735986,77.5,51,47,6.32
Cherskiy,RU,68.75,161.3,1570735986,16.03,76,100,7.85
Neyshabur,IR,36.21,58.79,1570735986,54.77,81,0,10.57
Moron,HT,18.56,-74.26,1570735986,81.7,75,18,1.57
Jamestown,AU,-33.21,138.6,1570735986,45.63,79,0,14.58
Chokurdakh,RU,70.62,147.9,1570735987,12.2,92,98,5.37
Natal,BR,-5.81,-35.21,1570735987,84.2,61,40,18.34
Alice Springs,AU,-23.7,133.88,1570735987,53.6,22,0,3.36
Mar del Plata,AR,-46.43,-67.52,1570735987,47.98,53,33,11.1
Sitka,US,37.17,-99.65,1570735987,45.0,61,22,15.99
Aksarka,RU,66.56,67.8,1570735988,33.31,82,40,15.76
Svetlaya,RU,46.54,138.33,1570735988,56.23,77,100,5.8
Brekstad,NO,63.69,9.67,1570735988,46.0,81,73,10.29
Tommot,RU,58.97,126.27,1570735988,14.38,93,100,8.03
Hit,IQ,33.64,42.83,1570735988,84.88,17,0,7.95
Rochester,US,44.02,-92.46,1570735920,60.01,100,90,13.87
Tuatapere,NZ,-46.13,167.69,1570735989,43.0,91,100,8.99
Vila do Maio,CV,15.13,-23.22,1570735989,82.4,83,40,13.87
Castro,CL,-42.48,-73.76,1570735989,53.6,100,90,11.41
Vikhorevka,RU,56.12,101.17,1570735989,19.4,73,0,4.47
Saint-Pierre,FR,48.95,4.24,1570735990,51.8,87,0,9.17
Presidente Medici,BR,-11.18,-61.9,1570735990,77.54,85,100,2.3
Pucara,BO,-21.7,-64.2,1570735990,98.6,34,75,6.93
Jacareacanga,BR,-6.22,-57.76,1570735990,89.6,59,20,4.7
Bilma,NE,18.69,12.92,1570735991,89.46,20,74,0.71
Rio Gallegos,AR,-51.62,-69.22,1570735991,41.0,35,40,34.45
Hervey Bay,AU,-25.3,152.85,1570735991,61.0,87,40,8.05
Tilichiki,RU,60.47,166.1,1570735991,27.37,77,100,11.54
Victoria,BN,5.28,115.24,1570735991,77.0,88,75,1.12
Shizuishan,CN,39.02,106.36,1570735992,55.0,24,27,5.01
Lunenburg,CA,44.38,-64.32,1570735992,61.0,57,100,5.99
Moose Factory,CA,51.26,-80.61,1570735992,69.8,35,1,16.11
Pevek,RU,69.7,170.27,1570735992,20.55,79,0,15.67
Souillac,FR,45.6,-0.6,1570735992,60.8,77,0,1.92
Kautokeino,NO,69.01,23.04,1570735993,27.99,83,74,3.81
Roald,NO,62.58,6.12,1570735993,52.0,81,75,14.99
Kaukauna,US,44.28,-88.27,1570735993,70.0,68,40,8.05
Marawi,PH,8.0,124.29,1570735993,73.99,93,100,4.0
Bristol,GB,51.45,-2.6,1570735993,61.0,87,90,13.87
Imbituba,BR,-28.24,-48.67,1570735994,78.8,54,0,14.99
Bilibino,RU,68.06,166.44,1570735994,8.29,77,98,2.56
Yenagoa,NG,4.92,6.26,1570735994,75.42,94,100,3.75
Senneterre,CA,48.39,-77.24,1570735994,62.6,36,20,13.87
Makinsk,KZ,52.63,70.42,1570735994,49.82,69,100,7.34
Vaitape,PF,-16.52,-151.75,1570735995,75.88,79,100,15.9
Blind River,CA,46.19,-82.96,1570735995,64.4,55,1,11.41
Luanda,AO,-8.83,13.24,1570735995,77.0,78,75,12.75
Leon,US,40.74,-93.75,1570735995,66.2,88,90,14.99
Kendari,ID,-3.99,122.52,1570735995,68.99,97,60,1.8
Naze,NG,5.43,7.07,1570735996,78.8,88,75,7.12
Balestrand,NO,61.21,6.53,1570735996,46.0,100,75,19.46
Russell,US,38.9,-98.86,1570735996,42.01,86,90,21.92
Margate,AU,-43.03,147.26,1570735996,48.2,66,75,4.7
Ghorawal,IN,24.75,82.78,1570735996,72.14,83,17,1.66
Carnarvon,ZA,-30.97,22.13,1570736057,53.15,25,0,10.41
Perth,AU,-31.95,115.86,1570736057,60.01,100,75,5.82
Synya,RU,65.37,58.04,1570736057,32.27,83,94,8.0
Quatre Cocos,MU,-20.21,57.76,1570736057,73.99,64,75,14.99
Makarov,RU,48.62,142.78,1570736057,55.04,89,100,17.64
Lebu,ET,8.96,38.73,1570736057,54.16,93,100,1.43
Torbay,CA,47.66,-52.73,1570736058,55.99,66,40,11.41
Xai-Xai,MZ,-25.04,33.64,1570736058,67.37,84,100,11.96
Tessalit,ML,20.2,1.01,1570736058,86.2,38,17,3.99
Creston,CA,49.1,-116.52,1570736058,44.01,47,1,2.74
Khatanga,RU,71.98,102.47,1570736059,13.71,86,40,10.39
Marfino,RU,56.07,37.56,1570736059,48.2,93,90,13.42
Homer,US,59.64,-151.54,1570736059,44.6,100,75,3.36
Kapuskasing,CA,49.42,-82.43,1570736059,64.4,42,40,12.75
Grindavik,IS,63.84,-22.43,1570736059,42.8,70,75,24.16
Schmalkalden,DE,50.72,10.45,1570736060,52.0,76,35,13.87
Mount Isa,AU,-20.73,139.49,1570736060,64.4,17,0,9.17
Manta,RO,45.1,24.1,1570736060,54.32,93,99,1.02
Copiapo,CL,-27.37,-70.33,1570736060,62.6,63,75,8.05
Mkushi,ZM,-13.61,29.4,1570736060,73.13,44,12,6.56
Yar-Sale,RU,66.83,70.83,1570736061,36.7,83,97,14.04
Nelson Bay,AU,-32.72,152.14,1570736061,55.0,93,90,5.82
Langue,HN,13.62,-87.66,1570736061,93.2,46,20,3.36
Lake Charles,US,30.23,-93.22,1570736061,90.0,48,1,6.93
Cayenne,GF,4.94,-52.33,1570736061,87.8,62,20,13.87
Pestretsy,RU,55.75,49.66,1570736062,44.6,87,100,8.95
Maningrida,AU,-12.05,134.23,1570736062,72.66,87,100,9.29
Kruisfontein,ZA,-34.0,24.73,1570736062,50.56,83,67,6.62
Kodiak,US,39.95,-94.76,1570736062,71.01,83,90,12.75
Bonavista,CA,48.65,-53.11,1570736062,50.0,77,0,3.0
Abbeyfeale,IE,52.38,-9.3,1570736063,59.0,77,90,16.11
San Quintin,PH,17.54,120.52,1570736063,68.49,87,36,4.49
Kaffrine,SN,14.1,-15.55,1570736063,82.33,68,18,7.84
Dingle,PH,11.0,122.67,1570736063,72.97,88,97,4.52
Luderitz,NA,-26.65,15.16,1570736063,62.6,51,0,10.29
Arraial do Cabo,BR,-22.97,-42.02,1570736064,73.4,94,75,11.41
Ponta Delgada,PT,37.73,-25.67,1570736064,72.0,64,20,4.7
Berlevag,NO,70.86,29.09,1570736064,39.2,80,75,10.29
Yumen,CN,40.29,97.04,1570736064,48.69,32,3,2.62
Paciran,ID,-6.9,112.33,1570736065,70.99,95,33,4.05
Thompson,CA,55.74,-97.86,1570736065,37.4,47,75,5.82
Sabang,PH,13.8,121.11,1570736065,70.48,95,6,1.7
Clovis,US,36.83,-119.7,1570736065,73.0,22,1,3.36
Portobelo,PA,9.55,-79.65,1570736066,86.0,79,40,6.93
Madimba,CM,4.42,9.93,1570736066,80.6,88,75,2.24
Skibbereen,IE,51.55,-9.27,1570736066,55.4,93,75,21.92
Port Blair,IN,11.67,92.75,1570736066,83.19,65,87,1.04
Macenta,GN,8.55,-9.47,1570736066,70.47,97,100,0.8
Koslan,RU,63.46,48.9,1570736066,33.46,96,100,7.85
Kropotkin,RU,45.43,40.58,1570736067,57.2,80,0,4.98
Jawhar,IN,19.91,73.23,1570736067,75.85,79,38,3.11
Samarai,PG,-10.62,150.67,1570736067,73.54,92,99,3.92
Kaitangata,NZ,-46.28,169.85,1570736067,45.0,79,100,37.0
Pangnirtung,CA,66.15,-65.72,1570736067,33.8,100,90,2.24
Port-Cartier,CA,50.03,-66.88,1570736128,54.0,58,20,6.93
Gizo,IL,31.8,34.94,1570736128,77.0,69,71,1.12
Sarkand,KZ,45.41,79.91,1570736128,55.78,37,0,5.14
Santo Amaro das Brotas,BR,-10.79,-37.05,1570736128,82.4,65,40,13.87
Komsomolskiy,RU,67.55,63.78,1570736128,30.06,92,100,12.33
Salalah,OM,17.01,54.1,1570736128,80.6,83,20,4.7
Lavrentiya,RU,65.58,-170.99,1570736129,32.2,66,0,7.51
Winnemucca,US,40.97,-117.74,1570736129,42.01,30,1,3.36
Nabire,ID,-3.36,135.5,1570736129,70.95,97,86,2.02
Iisalmi,FI,63.56,27.19,1570736129,35.6,93,90,3.36
Longyearbyen,NO,78.22,15.63,1570736129,26.6,68,20,14.99
Fairbanks,US,64.84,-147.72,1570736130,37.4,100,90,2.52
Saint-Francois,FR,46.42,3.91,1570736130,57.2,87,90,3.36
Mashhad,IR,36.3,59.61,1570736130,62.6,67,20,9.17
Upernavik,GL,72.79,-56.15,1570736130,28.33,60,18,4.52
Ust-Ilimsk,RU,57.96,102.73,1570736130,17.92,80,0,1.68
Dzilam Gonzalez,MX,21.28,-88.93,1570736131,90.0,70,14,11.99
Iqaluit,CA,63.75,-68.52,1570736131,37.4,93,90,6.25
Puerto Varas,CL,-41.32,-72.98,1570736131,59.0,62,90,5.82
Tosya,TR,41.02,34.04,1570736131,53.83,74,0,3.89
Ilulissat,GL,69.22,-51.1,1570736132,28.4,50,20,20.8
Iaciara,BR,-14.1,-46.63,1570736132,87.85,28,0,5.46
Virginia Beach,US,36.85,-75.98,1570735946,72.0,60,75,16.11
Yarmouth,CA,43.84,-66.12,1570736132,62.6,45,75,14.99
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,1570736132,44.6,75,20,13.42
Nacala,MZ,-14.56,40.69,1570736133,73.62,92,65,2.65
Bagdarin,RU,54.44,113.59,1570736133,8.33,58,0,5.0
Kavaratti,IN,10.57,72.64,1570736133,83.3,70,91,4.63
Hofn,IS,64.25,-15.21,1570736133,46.71,89,100,23.16
Hirna,ET,9.22,41.1,1570736133,58.86,86,100,0.23
Tazovskiy,RU,67.47,78.7,1570736134,36.25,79,100,21.09
Jizan,SA,16.89,42.56,1570736134,80.6,65,75,5.18
Peterhead,AU,-34.83,138.5,1570736134,53.01,81,0,1.12
Fort Nelson,CA,58.81,-122.69,1570736134,37.4,64,75,4.7
Progreso,UY,-34.68,-56.22,1570736134,82.0,39,90,11.41
Cocobeach,GA,1.01,9.58,1570736134,78.8,88,20,8.05
Evensk,RU,61.92,159.24,1570736135,29.89,67,100,8.0
Aykhal,RU,65.95,111.51,1570736135,2.1,99,100,10.7
Moryakovskiy Zaton,RU,56.7,84.65,1570736135,33.01,42,47,10.2
Guerrero Negro,MX,27.97,-114.04,1570736135,73.9,51,0,15.9
Viedma,AR,-40.81,-62.99,1570736136,77.52,21,100,21.09
Khilok,RU,51.36,110.46,1570736136,12.2,92,0,3.2
Mulchen,CL,-37.72,-72.23,1570736136,71.6,35,100,5.82
Lompoc,US,34.64,-120.46,1570736136,79.0,49,1,3.36
Matara,BI,-3.48,29.48,1570736136,62.35,77,100,3.44
Upata,VE,8.02,-62.41,1570736137,78.01,88,100,3.01
Aswan,EG,24.09,32.9,1570736137,100.4,18,21,16.11
Venado Tuerto,AR,-33.75,-61.97,1570736137,90.0,37,100,15.99
Mwense,ZM,-10.39,28.7,1570736137,74.73,48,14,1.57
Krasnovishersk,RU,60.4,57.08,1570736137,35.31,96,96,6.14
Leningradskiy,RU,69.38,178.42,1570736138,21.16,68,0,7.5
Lorengau,PG,-2.02,147.27,1570736138,82.24,74,100,4.85
Leshukonskoye,RU,64.9,45.76,1570736138,34.2,97,100,8.35
Mahebourg,MU,-20.41,57.7,1570736198,73.99,64,75,14.99
Sao Joao da Barra,BR,-21.64,-41.05,1570736198,78.8,69,75,13.87
Goderich,CA,43.74,-81.71,1570736199,69.01,58,0,11.18
Lima,PE,-12.06,-77.04,1570736199,64.4,72,90,5.82
Gijon,ES,43.54,-5.66,1570736199,62.01,82,0,3.36
Najran,SA,17.54,44.22,1570736199,77.0,31,40,4.7
Mitsamiouli,KM,-11.38,43.28,1570736200,82.4,61,20,9.17
Qingdao,CN,36.09,120.35,1570736200,64.4,93,75,2.24
Povenets,RU,62.85,34.83,1570736200,28.56,94,59,2.37
Itacoatiara,BR,-3.14,-58.44,1570736200,89.6,66,20,4.7
Ban Nahin,LA,18.24,104.21,1570736201,74.01,86,23,2.73
Vestmannaeyjar,IS,63.44,-20.27,1570736201,44.26,71,11,17.07
Kolomak,UA,49.84,35.31,1570736201,51.8,88,100,5.76
Charlottetown,CA,46.23,-63.13,1570736201,53.01,76,75,9.17
Rawalpindi,PK,33.6,73.06,1570736201,70.0,72,0,4.7
Pestovo,RU,55.36,37.98,1570736202,50.0,87,90,13.42
Key West,US,47.93,-96.78,1570736202,37.4,100,90,17.22
Coquimbo,CL,-29.95,-71.34,1570736202,59.0,77,75,14.99
Los Llanos de Aridane,ES,28.66,-17.92,1570736202,73.4,78,75,10.29
Bridlington,GB,54.08,-0.19,1570736203,57.99,87,75,20.8
Phan Thiet,VN,10.93,108.1,1570736203,72.01,95,90,3.03
Turiacu,BR,-5.01,-63.0,1570736203,87.55,60,100,3.13
Aguas Formosas,BR,-17.08,-40.94,1570736203,73.89,70,63,6.66
Adiake,CI,5.29,-3.3,1570736203,80.6,88,40,11.41
Sunland Park,US,31.8,-106.58,1570736204,82.99,18,1,13.87
Rocha,UY,-34.48,-54.34,1570736204,75.18,80,64,6.07
Vytegra,RU,61.01,36.45,1570736204,38.88,98,100,4.01
Kamloops,CA,50.68,-120.34,1570736204,42.01,51,5,3.36
Bandarbeyla,SO,9.49,50.81,1570736204,79.63,88,0,5.95
Gladstone,AU,-23.84,151.26,1570736205,66.2,77,75,6.93
Halifax,CA,44.65,-63.58,1570736205,61.0,47,90,13.87
Ranong,TH,9.96,98.62,1570736205,75.2,100,20,3.0
Kotelnikovo,RU,47.63,43.14,1570736205,52.07,61,0,12.21
Mount Gambier,AU,-37.83,140.78,1570736205,37.4,100,75,1.12
Aklavik,CA,68.22,-135.01,1570736205,35.6,86,40,2.24
Nuuk,GL,64.17,-51.74,1570736206,37.4,69,20,8.05
Sisimiut,GL,66.94,-53.67,1570736206,29.48,63,98,7.92
Shaowu,CN,27.34,117.49,1570736206,67.84,86,0,1.91
Palauig,PH,15.44,119.9,1570736206,73.45,77,55,4.32
Praya,ID,-8.71,116.27,1570736206,75.2,88,20,1.49
Porto Novo,BR,-23.68,-45.44,1570736207,78.8,61,40,12.75
Green River,US,41.53,-109.47,1570736207,30.99,62,90,3.36
Vysokogornyy,RU,50.1,139.13,1570736207,36.68,93,77,6.28
Aquiraz,BR,-3.9,-38.39,1570736207,84.2,62,9,17.22
Saint-Georges,CA,46.12,-70.67,1570736207,57.99,56,100,3.0
Opuwo,NA,-18.06,13.84,1570736208,64.22,36,31,6.26
Zambezi,ZM,-13.55,23.12,1570736208,69.08,73,99,4.25
Necochea,AR,-38.55,-58.74,1570736208,68.54,68,100,2.99
Fukue,JP,35.03,136.69,1570736208,71.6,73,75,5.82
Port-Gentil,GA,-0.72,8.78,1570736208,77.0,94,75,11.41
Esmeraldas,BR,-19.76,-44.31,1570736209,80.6,57,75,16.11
Comodoro Rivadavia,AR,-45.87,-67.48,1570736209,51.8,71,40,17.22
Neiafu,TO,-18.65,-173.98,1570736209,73.4,94,75,4.7
Alenquer,BR,-1.95,-54.74,1570736209,91.4,52,20,9.17
Arlit,NE,18.74,7.39,1570736209,86.31,37,100,11.72
Codrington,AU,-28.95,153.24,1570736210,55.4,93,75,4.7
Muroto,JP,33.37,134.14,1570736270,68.88,84,22,6.39
Sokolniki,PL,53.48,15.14,1570736270,51.01,93,71,4.7
Bolshaya Martynovka,RU,47.27,41.67,1570736270,54.97,69,0,11.09
Suntar,RU,62.16,117.65,1570736270,19.44,91,100,8.52
Ca Mau,VN,9.18,105.15,1570736271,75.88,90,2,1.04
Coahuayana,MX,18.62,-100.35,1570736271,86.63,65,25,1.35
Eureka,US,40.8,-124.16,1570736271,66.99,39,1,5.82
Othaya,KE,-0.55,36.95,1570736271,57.99,86,31,5.01
Vardo,US,39.62,-77.74,1570736271,73.99,43,1,5.82
Rawson,AR,-43.3,-65.11,1570736272,59.99,53,100,25.41
Hualmay,PE,-11.1,-77.61,1570736272,64.6,64,0,8.04
Haines Junction,CA,60.75,-137.51,1570736272,31.95,93,94,12.7
Puksoozero,RU,62.59,40.61,1570736272,36.07,98,100,5.69
Sao Filipe,CV,14.9,-24.5,1570736273,78.53,85,93,8.54
